id,title,content,type,is_vignette,is_random,created_at,updated_at
1099,BE 270521 - 72,,multiple-choice,0,1,2021-05-26 15:59:37,2021-05-26 15:59:37
1100,BE 270521 - 73,,multiple-choice,0,1,2021-05-26 16:01:47,2021-05-26 16:01:47
1101,BE 270521 - 74,,multiple-choice,0,1,2021-05-26 16:04:25,2021-05-26 16:04:25
1102,BE 270521 - 75,,multiple-choice,0,1,2021-05-26 16:06:35,2021-05-26 16:06:35
1103,BE 270521 - 76,,multiple-choice,0,1,2021-05-26 16:09:14,2021-05-26 16:09:14
1104,BE 270521 - 77,,multiple-choice,0,1,2021-05-26 16:10:37,2021-05-26 16:10:37
1105,BE 270521 -78,,multiple-choice,0,1,2021-05-26 16:12:19,2021-05-26 16:12:19
1106,BE 270521 - 79,,multiple-choice,0,1,2021-05-26 16:13:58,2021-05-26 16:13:58
1107,BE 270521 - 80,"<p>A 6-month-old baby is referred to your clinic for evaluation of her feet. Her parents and pediatrician are concerned because her feet do not look &ldquo;normal.&rdquo; Clinically, both feet have the appearance of the photo shown in Figure below. The Achilles is palpably tight, there is an empty heel pad, the arch does not reconstitute with hyperextension of the great toe, and the talar head is prominent in the plantar surface of the foot. you order?</p>",multiple-choice,1,0,2021-05-26 16:16:08,2021-05-26 16:16:31
1108,BE 270521 - 83,"<p>You are called to the emergency room to evaluate an 11-month-old, non-ambulatory girl with a femur fracture. On examination, she is in the bottom 5% for height and weight. She has a triangular face, white sclerae, normal dentition, and reacts to your words with turning of the head to follow you. There is an obvious deformity of the right femur with tenderness to palpation and deformity of the left tibia without any tenderness to palpation. There is no bruising or skin lesions. On skeletal survey she has irregular intrasutral bones in addition to the normal cranial bones. There are multiple vertebral compression fractures, a right midshaft femur fracture, and deformity of the left tibia with evidence of healing.</p>",multiple-choice,1,0,2021-05-26 16:20:49,2021-05-26 16:22:55
1109,BE 270521 - 85,,multiple-choice,0,1,2021-05-26 16:23:47,2021-05-26 16:23:47
1110,BE 270521 - 86,,multiple-choice,0,1,2021-05-26 16:25:58,2021-05-26 16:25:58
1111,BE 270521 - 87,,multiple-choice,0,1,2021-05-26 16:28:52,2021-05-26 16:28:52
1112,BE 270521 - 88,,multiple-choice,0,1,2021-05-26 16:30:22,2021-05-26 16:30:22
1113,BE 270521 - 89,,multiple-choice,0,1,2021-05-26 16:31:48,2021-05-26 16:31:48
1114,BE 270521 - 90,,multiple-choice,0,1,2021-05-26 16:33:25,2021-05-26 16:33:25
1115,BE 270521 - 91,,multiple-choice,0,1,2021-05-26 16:35:53,2021-05-26 16:35:53
1116,BE 270521 - 92,,multiple-choice,0,1,2021-05-26 16:37:43,2021-05-26 16:37:43
1117,BE 270521 - 93,,multiple-choice,0,1,2021-05-26 16:41:27,2021-05-26 16:41:27
1118,BE 270521 - 94,,multiple-choice,0,1,2021-05-26 16:42:44,2021-05-26 16:42:44
1119,BE 270521 - 95,,multiple-choice,0,1,2021-05-26 16:45:29,2021-05-26 16:45:29
1120,BE 270521 - 96,,multiple-choice,0,1,2021-05-26 16:48:32,2021-05-26 16:48:32
1121,BE 270521 - 97,,multiple-choice,0,1,2021-05-26 16:50:46,2021-05-26 16:50:46
1122,BE 270521 - 98,,multiple-choice,0,1,2021-05-26 16:53:04,2021-05-26 16:53:04
1123,BE 270521 - 99,,multiple-choice,0,1,2021-05-26 16:55:42,2021-05-26 16:55:42
1124,BE 270521 - 100,,multiple-choice,0,1,2021-05-26 16:57:22,2021-05-26 16:57:22
1125,BE 270521 - 40,,multiple-choice,0,1,2021-05-26 22:21:04,2021-05-26 22:21:04
1126,BE 270521 - 41,,multiple-choice,0,1,2021-05-26 22:23:28,2021-05-26 22:23:28
1127,BE 270521 - 42,,multiple-choice,0,1,2021-05-26 22:25:30,2021-05-26 22:25:30
1128,BE 270521 - 43,,multiple-choice,0,1,2021-05-26 22:27:10,2021-05-26 22:27:10
1129,BE 270521 - 44,,multiple-choice,0,1,2021-05-26 22:30:17,2021-05-26 22:30:17
1130,BE 270521 - 45,,multiple-choice,0,1,2021-05-26 22:31:40,2021-05-26 22:31:40
1131,BE 270521 - 46,,multiple-choice,0,1,2021-05-26 22:33:12,2021-05-26 22:33:12
1132,BE 270521 - 47,,multiple-choice,0,1,2021-05-26 22:35:04,2021-05-26 22:35:04
1133,BE 270521 - 48,,multiple-choice,0,1,2021-05-26 22:36:33,2021-05-26 22:36:33
1134,BE 270521 - 49,,multiple-choice,0,1,2021-05-26 22:38:36,2021-05-26 22:38:36
1135,BE 270521 - 50,,multiple-choice,0,1,2021-05-26 22:40:11,2021-05-26 22:40:11
1136,BE 240522 - 01,,multiple-choice,0,1,2022-05-21 15:18:21,2022-05-21 15:18:21
1137,BE 240522 - 02,,multiple-choice,0,1,2022-05-21 15:30:22,2022-05-21 15:30:22
1138,BE 240522 - 03,,multiple-choice,0,1,2022-05-21 15:32:40,2022-05-21 15:32:40
1139,BE 240522 - 04,,multiple-choice,0,1,2022-05-21 15:34:57,2022-05-21 15:34:57
1140,BE 240522 - 05,,multiple-choice,0,1,2022-05-21 15:36:48,2022-05-21 15:36:48
1141,BE 240522 - 06/07,<p>Figures 6A and 6B are the close-up femur radiographs of a 73-year-old man with nonsmall-cell carcinoma of the lung with visceral metastases. He has localized thigh mild pain at rest and with any range of motion of the ipsilateral hip or knee. A bone scan shows multiple areas of increased uptake. Other femur images in the 2 views show no other lesions. The medical oncologist predicts survival of 6 months.</p>,multiple-choice,1,0,2022-05-21 15:39:11,2022-05-21 15:42:39
1142,BE 240522 - 08,,multiple-choice,0,1,2022-05-21 15:43:05,2022-05-21 15:43:05
1143,BE 240522 - 09,,multiple-choice,0,1,2022-05-21 15:54:14,2022-05-21 15:54:14
1144,BE 240522 - 10,,multiple-choice,0,1,2022-05-21 15:56:33,2022-05-21 15:56:33
1145,BE 240522 - 11,,multiple-choice,0,1,2022-05-21 15:59:05,2022-05-21 15:59:05
1146,BE 240522 - 12,,multiple-choice,0,1,2022-05-21 16:01:17,2022-05-21 16:01:17
1147,BE 240522 - 13,,multiple-choice,0,1,2022-05-21 16:07:38,2022-05-21 16:07:38
1148,BE 240522 - 14,,multiple-choice,0,1,2022-05-21 16:12:11,2022-05-21 16:12:11
1149,BE 240522 - 15,,multiple-choice,0,1,2022-05-21 16:19:20,2022-05-21 16:19:20
1150,BE 240522 - 16,,multiple-choice,0,1,2022-05-21 16:22:35,2022-05-21 16:22:35
1151,BE 240522 - 17,,multiple-choice,0,1,2022-05-21 16:26:33,2022-05-21 16:26:33
1152,BE 240522 - 18,,multiple-choice,0,1,2022-05-21 16:29:54,2022-05-21 16:29:54
1153,BE 240522 - 19,,multiple-choice,0,1,2022-05-21 16:33:15,2022-05-21 16:33:15
1154,BE 240522 - 20,,multiple-choice,0,1,2022-05-21 16:36:11,2022-05-21 16:36:11
1155,BE 240522 - 21,,multiple-choice,0,1,2022-05-21 16:40:12,2022-05-21 16:40:12
1156,BE 240522 - 22/23,<p>A 3 months old infant with Left CTEV was being evaluated following 6 weeks of Ponseti serial casting. Talar&#39;s head was fully covered by navicular. The heel was full.</p>,multiple-choice,1,0,2022-05-21 16:42:03,2022-05-21 16:51:18
1157,BE 240522 - 24/25,<p>A 14 years old boy has bilateral painful limp and limited hip motion for 3 months. The radiograph of the pelvis shown</p>,multiple-choice,1,0,2022-05-21 16:52:16,2022-05-21 16:56:13
1158,BE 240522 - 26,,multiple-choice,0,1,2022-05-21 16:57:39,2022-05-21 16:57:39
1159,BE 240522 - 27,,multiple-choice,0,1,2022-05-21 17:00:02,2022-05-21 17:00:02
1160,BE 240522 - 28,,multiple-choice,0,1,2022-05-21 17:02:16,2022-05-21 17:02:16
1161,BE 240522 - 29,,multiple-choice,0,1,2022-05-21 17:03:54,2022-05-21 17:03:54
1162,BE 240522 - 30,,multiple-choice,0,1,2022-05-21 17:06:14,2022-05-21 17:06:14
1163,BE 240522 - 31,,multiple-choice,0,1,2022-05-21 17:12:22,2022-05-21 17:12:22
1164,BE 240522 - 32,,multiple-choice,0,1,2022-05-21 17:14:53,2022-05-21 17:14:53
1165,BE 240522 - 33,,multiple-choice,0,1,2022-05-21 17:24:07,2022-05-21 17:24:07
1166,BE 240522 - 34,,multiple-choice,0,1,2022-05-21 17:27:57,2022-05-21 17:27:57
1167,BE 240522 - 35,,multiple-choice,0,1,2022-05-21 17:29:34,2022-05-21 17:29:34
1168,BE 240522 - 36,,multiple-choice,0,1,2022-05-21 17:40:14,2022-05-21 17:40:14
1169,BE 240522 - 37,,multiple-choice,0,1,2022-05-21 17:45:26,2022-05-21 17:45:26
1170,BE 240522 - 38,,multiple-choice,0,1,2022-05-21 17:47:37,2022-05-21 17:47:37
1171,BE 240522 - 39,,multiple-choice,0,1,2022-05-21 17:49:36,2022-05-21 17:49:36
1172,BE 240522 - 40,,multiple-choice,0,1,2022-05-21 17:53:14,2022-05-21 17:53:14
1173,BE 240522 - 41,,multiple-choice,0,1,2022-05-21 20:59:34,2022-05-21 20:59:34
1174,BE 240522 - 42,,multiple-choice,0,1,2022-05-21 21:01:09,2022-05-21 21:01:09
1175,BE 240522 - 43,,multiple-choice,0,1,2022-05-21 21:02:57,2022-05-21 21:02:57
1176,BE 240522 - 44,,multiple-choice,0,1,2022-05-21 21:07:51,2022-05-21 21:07:51
1177,BE 240522 - 45,,multiple-choice,0,1,2022-05-21 21:09:37,2022-05-21 21:09:37
1178,BE 240522 - 46,,multiple-choice,0,1,2022-05-22 05:56:21,2022-05-22 05:56:21
1179,BE 240522 - 47,,multiple-choice,0,1,2022-05-22 05:58:26,2022-05-22 05:58:26
1180,BE 240522 - 48,,multiple-choice,0,1,2022-05-22 06:02:54,2022-05-22 06:02:54
1181,BE 240522 - 49,,multiple-choice,0,1,2022-05-22 06:07:05,2022-05-22 06:07:53
1182,BE 240522 - 50,,multiple-choice,0,1,2022-05-22 06:10:21,2022-05-22 06:10:21
1183,BE 240522 - 51,,multiple-choice,0,1,2022-05-22 06:14:31,2022-05-22 06:14:31
1184,BE 240522 - 52,,multiple-choice,0,1,2022-05-22 06:17:12,2022-05-22 06:17:12
1185,BE 240522 - 53,,multiple-choice,0,1,2022-05-22 06:20:17,2022-05-22 06:20:17
1186,BE 240522 - 54,,multiple-choice,0,1,2022-05-22 06:22:30,2022-05-22 06:22:30
1187,BE 240522 - 55,,multiple-choice,0,1,2022-05-22 06:25:13,2022-05-22 06:25:13
1188,BE 240522 - 56,,multiple-choice,0,1,2022-05-22 06:26:52,2022-05-22 06:26:52
1189,BE 240522 - 57,,multiple-choice,0,1,2022-05-22 06:29:23,2022-05-22 06:29:23
1190,BE 240522 - 58,,multiple-choice,0,1,2022-05-22 06:32:41,2022-05-22 06:35:57
1191,BE 240522 - 59,,multiple-choice,0,1,2022-05-22 06:36:10,2022-05-22 06:36:10
1192,BE 240522 - 60,,multiple-choice,0,1,2022-05-22 06:37:45,2022-05-22 06:37:45
1193,BE 240522 - 61,,multiple-choice,0,1,2022-05-22 08:18:40,2022-05-22 08:18:40
1194,BE 240522 - 62,,multiple-choice,0,1,2022-05-22 08:21:28,2022-05-22 08:21:28
1195,BE 240522 - 63,,multiple-choice,0,1,2022-05-22 08:23:18,2022-05-22 08:23:18
1196,BE 240522 - 64,,multiple-choice,0,1,2022-05-22 08:25:35,2022-05-22 08:25:35
1197,BE 240522 - 65,,multiple-choice,0,1,2022-05-22 08:28:05,2022-05-22 08:28:05
1198,BE 240522 - 66,,multiple-choice,0,1,2022-05-22 08:32:32,2022-05-22 08:32:32
1199,BE 240522 - 67,,multiple-choice,0,1,2022-05-22 08:34:36,2022-05-22 08:34:36
1200,BE 240522 - 68,,multiple-choice,0,1,2022-05-22 08:37:35,2022-05-22 08:37:35
1201,BE 240522 - 69,,multiple-choice,0,1,2022-05-22 08:39:37,2022-05-22 08:39:37
1202,BE 240522 - 70,,multiple-choice,0,1,2022-05-22 08:41:33,2022-05-22 08:41:33
1203,BE 240522 - 71,,multiple-choice,0,1,2022-05-22 08:42:58,2022-05-22 08:42:58
1204,BE 240522 - 72,,multiple-choice,0,1,2022-05-22 09:28:40,2022-05-22 09:28:40
1205,BE 240522 - 73,,multiple-choice,0,1,2022-05-22 09:30:35,2022-05-22 09:30:35
1206,BE 240522 - 74,,multiple-choice,0,1,2022-05-22 09:32:13,2022-05-22 09:32:13
1207,BE 240522 - 75,,multiple-choice,0,1,2022-05-22 09:34:14,2022-05-22 09:34:14
1208,BE 240522 - 76/77/78/79,<p>Figures 76A through 76C are the radiographs of a 45-year-old woman who had a misstep and noted severe onset pain and deformity in the left lower extremity. The pain is isolated to the left ankle without other limbs affected. A CT scan was performed before reduction and is shown in Figures 76D and 76E. Examination demonstrates a closed injury with a clear deformity of the left ankle. The patient is neurovascularly intact.</p>,multiple-choice,1,0,2022-05-22 09:36:10,2022-05-22 09:40:55
1209,BE 240522 - 80,,multiple-choice,0,1,2022-05-22 09:41:15,2022-05-22 09:41:15
1210,BE 240522 - 81,,multiple-choice,0,0,2022-05-22 09:42:55,2022-05-22 09:42:55
1211,BE 240522 - 82,,multiple-choice,0,1,2022-05-22 10:00:17,2022-05-22 10:00:17
1212,BE 240582 - 83,,multiple-choice,0,1,2022-05-22 10:01:59,2022-05-22 10:01:59
1213,BE 240582 - 84,,multiple-choice,0,1,2022-05-22 10:03:26,2022-05-22 10:03:26
1214,BE 240582 - 85,,multiple-choice,0,1,2022-05-22 10:10:41,2022-05-22 10:10:41
1215,BE 240522 - 86,,multiple-choice,0,1,2022-05-22 10:12:28,2022-05-22 10:12:28
1216,BE 240522 - 87,,multiple-choice,0,1,2022-05-22 10:15:20,2022-05-22 10:15:20
1217,BE 240522 - 88,,multiple-choice,0,1,2022-05-22 10:18:34,2022-05-22 10:18:34
1218,BE 240522 - 89,,multiple-choice,0,1,2022-05-22 10:29:18,2022-05-22 10:29:18
1219,BE 240522 - 90,,multiple-choice,0,1,2022-05-22 10:32:10,2022-05-22 10:32:10
1220,BE 240522 - 91,,multiple-choice,0,1,2022-05-23 04:42:44,2022-05-23 04:42:44
1221,BE 240522 - 92,,multiple-choice,0,1,2022-05-23 04:45:41,2022-05-23 04:45:41
1222,BE 240522 - 93,,multiple-choice,0,1,2022-05-23 04:48:07,2022-05-23 04:48:07
1223,BE 240522 - 94/95/96/97/98/99,"<p>A 9-year-old boy presented with a limping gait which has been there for a few weeks and the problem has been worsening since then. He takes shorter steps with his left leg and spends less of the stance phase on that limb. Examination of bilateral hips reveals the significantly limited motion of the left hip. There was no history of fever, the boy was fond of playing football. An X-ray was shown in figure 94.</p>",multiple-choice,1,0,2022-05-23 04:50:12,2022-05-23 05:02:27
1224,BE 240522 - 100,,multiple-choice,0,1,2022-05-23 05:02:51,2022-05-23 05:02:51
1225,BE 240522 - MST 01,<p>A 54-year-old female felt pain in the left thigh (VAS 5-6) when she changed position from sitting to standing. She has a history of mastectomy due to breast carcinoma 2 years ago and followed by chemotherapy. X-ray and histopathologic examinations are shown in the figures below.</p>,essay,1,0,2022-05-24 03:53:12,2022-05-24 04:01:31
1226,BE 240522 - MST 02,"<p>A 14-year-old female came to the hospital with a chief complaint of pain in her left knee 5 months before admission. She also had a loss of appetite and body weight. A core biopsy was done, and no metastases were detected.</p>

<p>Laboratory findings: Hb: 9.4 g/dL (N: 12.0&ndash;14.0); WBC: 6.210 / &micro;L (5-10) ; ESR: 50 mm/h (0-15); CRP: 16.3 mg/L (0-5) ; LDH: 383U/L (&lt;215); Serum Alkaline Phosphatase : 392 U/L (&lt;98). MRI shows no involvement of neurovascular bundles and intraarticular infiltration.</p>",essay,1,0,2022-05-24 04:02:02,2022-05-24 04:05:02
1227,BE 240522 - MST 03,<p>A 15-year-old male came to us with multiple lumps at both knees and crooked forearms since he was 2 years old. He suffered pain in both legs after walking a long distance and had no movement limitations. He had no history of trauma and fever.</p>,essay,1,0,2022-05-24 04:05:27,2022-05-24 04:08:08
1228,BE 240522 - MST 04,"<p>27 years woman came to an orthopedic clinic, with a chief complaint of lump and deformity on the right wrist. Lump since 8 months ago, and getting&nbsp; bigger&nbsp; and&nbsp; pain,&nbsp; patient&nbsp; still&nbsp; can doing limited&nbsp; the&nbsp; daily activity.</p>

<p>Laboratory : Hb 11,8 g/dL; WBC 8790/mcL; ESR 52 mm/hour, Ureum/Cr 22,8/0,55 mg/dL, ALP 89 U/L, LDH 365 U/L. Open Biopsy had been done</p>",essay,1,0,2022-05-24 04:08:58,2022-05-24 04:16:40
1229,BE 240522 - MST 05,"<p>A 74-year-old woman who presented with a pathological fracture through her left humerus demonstrated multiple deposits throughout the skeleton, with characteristic pepper-pot&rsquo;</p>",essay,1,0,2022-05-24 04:17:26,2022-05-24 04:20:25
1230,BE 240522 - SPine 01,<p>These are the AP &amp; Lateral X-Ray of a 26 y.o. male who was involved in an MVA. He has no motoric functions in the lower extremity and feels no sensation below the L2 dermatome. His Tonus Sphincter Ani &amp; Bulbocavernosus Reflex is still intact. He also suffers from blunt trauma to the abdomen and several fractured ribs which are to be treated conservatively by the corresponding surgeon</p>,essay,1,0,2022-05-24 04:21:11,2022-05-24 04:24:32
1231,BE 240522 - Spine 02,"<p>These are plain radiograph, sagittal, coronal, and axial MRI of a 22 y.o. male who complained of back pain and has lump developed in his back since 1,5 months.&nbsp; 5 months prior, he has an episode of lower extremity weakness that render him unable to walk. He regains his muscle strength after taking anti-tuberculosis drugs.&nbsp; On physical examination, there is Gibbus on his back and you find that his motoric and sensory function are all intact, but he has increased APR &amp; KPR (+3/+3).</p>",essay,1,0,2022-05-24 04:25:26,2022-05-24 04:29:06
1232,BE 240522 - Spine 03,<p>A 24-year-old soccer player-boy complain of left side low back pain for 3 months. His lateral lumbosacral x-ray shown</p>,essay,1,0,2022-05-24 04:29:45,2022-05-24 04:33:06
1233,BE 240522 - Spine 04,"<p>Female, 34 years old complain about back pain referred to right lower extremity since 2 months ago.&nbsp; VAS score is about 5-6. The pain gets worse if she bends forward and relieve if she stands. She denied any weakness or sensory problems.&nbsp; Right SLR in 30 degrees. Bowel and bladder function was normal</p>",essay,1,0,2022-05-24 04:33:27,2022-05-24 04:38:10
1234,BE 240522 - Spine 05,<p>A 13 years old girl came to your clinic brought by her mother because her shoulder look like asymmetrical. She just realized it for the last 1 month. No other musculoskeletal abnormalities were detected.</p>,essay,1,0,2022-05-24 04:38:30,2022-05-24 04:43:08
1235,BE 240522 - Hand 01,"<p>A 40-year-old man with pain, hyperemia, and swelling after accidentally puncturing his right index finger 5 days ago</p>",essay,1,0,2022-05-24 04:46:23,2022-05-24 04:49:22
1236,BE 240522 - Hand 02,<p>A 40-year-old male came to your clinic with small and ring fingers numbness. The patient also had a positive Tinel sign at the medial elbow region. He had atrophy of interosseous muscles.</p>,essay,1,0,2022-05-24 04:49:43,2022-05-24 04:52:13
1237,BE 240522 - Hand 03,"<p>Male, 30 years old, fell on an outstretched hand and felt pain, swelling, and tenderness over the snuffbox area</p>",essay,1,0,2022-05-24 04:52:35,2022-05-24 04:56:38
1238,BE 240522 - Hand 04,<p>A 23 years old male trapped his hand in machinery for 4 hours and now feel excruciating pain despite analgetic administration and numbness over all fingers.</p>,essay,1,0,2022-05-24 04:57:27,2022-05-24 04:59:52
1239,BE 240522 - Hand 05,<p>You have been consulted by the pediatric department for this disorder.</p>,essay,1,0,2022-05-24 05:00:16,2022-05-24 05:03:19
1240,BE 240522 - Pediatric 01,<p>This is the elbow X-ray AP view of 6 years old boy with elbow pain after injury</p>,essay,1,0,2022-05-24 05:08:42,2022-05-24 05:11:27
1241,BE 240522 - Pediatric 02,<p>This is the pelvic X-ray AP view of 12 months old boy with a limping gait</p>,essay,1,0,2022-05-24 05:11:56,2022-05-24 05:14:54
1242,BE 240522 - Pediatric 03,<p>A 5-month-old baby with deformities on both of his feet comes to your clinic.</p>,essay,1,0,2022-05-24 05:15:19,2022-05-24 05:17:37
1243,BE 240522 - Pediatric 04,<p>1-year-old boy with duplication of his left thumb.</p>,essay,1,0,2022-05-24 05:17:59,2022-05-24 05:20:06
1244,BE 240522 - Pediatric 05,<p>A years-old boy had an episode of upper respiratory tract infection 2 weeks ago. These last 2 days he developed swelling and redness on his feet.</p>,essay,1,0,2022-05-24 05:20:33,2022-05-24 05:22:51
1245,BE 240522 - AR 01,"<p>A 64-year-old male complained about pain in his hips for two years. He is a construction laborer who used to drink traditional herbal medicine combined with analgetic after working for ten years. His hip pain was occasionally felt, especially when he was walking, and decreased after he took a rest. He had no history of trauma, fever, alcohol, cough, or TB medication. Physical examination shows leg length discrepancy and tenderness on both hips without mass and swelling. The range of motion was limited. Laboratory examination was performed with the following result: WBC10.700, ESR 5, CRP 0,4, and ICT TB were negative</p>",essay,1,0,2022-05-24 05:35:00,2022-05-24 05:37:55
